customer_id,plan_type,package_start_date,last_payment_date,monthly_bill,data_usage_gb,avg_call_minutes,complaints,tenure_months
100149,Prepaid,5/25/2020,6/25/2021,2658.778452,57.28363713,2072.424626,6,56
100150,Prepaid,4/4/2020,4/19/2021,5242.114274,3.722236049,855.1935271,2,57
100151,Prepaid,4/3/2021,9/25/2021,5968.371751,65.449532,585.9927087,1,45
100152,Prepaid,2/23/2022,2/7/2023,7339.47805,6.731806759,225.7669154,2,34
100153,Prepaid,3/25/2021,6/2/2021,2529.741069,112.5525463,1923.451895,2,45
100154,Postpaid,7/24/2021,7/6/2022,1225.459008,63.08225142,1292.087415,1,41
100155,Postpaid,7/8/2021,1/29/2022,5449.607012,107.156442,1324.671003,0,42
100156,Prepaid,3/25/2021,6/2/2021,2743.253792,121.6997696,1840.532982,1,45
100157,Prepaid,12/14/2020,9/13/2021,4007.243304,146.7102841,2211.480966,0,49
100158,Postpaid,3/31/2021,9/28/2021,6447.736502,3.186709645,1095.235015,3,45
100159,Prepaid,2/2/2021,7/21/2021,2569.943841,35.28473083,1813.146158,0,47
100160,Postpaid,3/8/2022,1/2/2023,5630.580308,83.39843901,202.875076,2,34
100161,Prepaid,12/30/2022,11/17/2023,2914.351934,105.4975869,1535.892531,1,24
100162,Prepaid,1/29/2019,12/13/2019,4581.700809,80.9809556,1047.043528,2,72
100163,Postpaid,2/27/2022,1/12/2023,5693.068695,99.36585051,2211.291586,0,34
100164,Postpaid,5/13/2019,9/29/2019,5530.148644,143.6186162,533.2818476,2,68
100165,Prepaid,2/1/2022,11/30/2022,3465.086438,76.54695774,2130.108216,0,35
100166,Postpaid,3/4/2021,8/3/2021,1875.677124,57.28679355,843.5760181,4,46
100167,Prepaid,8/7/2022,6/3/2023,2738.250435,44.92120521,138.3309417,0,29
100168,Prepaid,9/1/2022,10/5/2023,5867.114952,37.71214398,1850.65937,1,28
100169,Prepaid,2/2/2021,11/27/2021,1047.041475,98.39290387,1288.28354,0,47
100170,Prepaid,1/7/2021,1/24/2021,571.3289988,90.67815101,947.9085863,0,48
100171,Prepaid,3/17/2020,3/3/2021,834.3995409,43.46592647,342.3604984,2,58
100172,Postpaid,5/15/2019,3/30/2020,3591.856726,40.3209877,839.8253058,1,68
100173,Postpaid,5/26/2020,5/14/2021,4746.728008,54.47002545,1456.036301,0,56
100174,Postpaid,6/26/2019,5/1/2020,6773.154748,126.7611169,975.5063925,0,67
100175,Postpaid,6/4/2022,1/14/2023,2350.473814,5.333616449,555.5768059,3,31
100176,Postpaid,1/27/2022,12/7/2022,3334.990092,32.77067773,1057.899402,0,35
100177,Prepaid,4/3/2019,9/30/2019,3607.863544,32.64690059,502.3638793,3,70
100178,Postpaid,10/25/2020,11/16/2021,6794.83381,112.6287378,981.4523595,3,50
100179,Postpaid,9/5/2022,11/22/2022,5755.247012,112.5082889,310.8550957,3,28
100180,Prepaid,3/25/2020,4/26/2021,3736.695323,147.1704465,1124.925626,0,58
100181,Prepaid,5/20/2021,12/10/2021,1419.999853,115.3578547,845.709969,4,44
100182,Prepaid,3/13/2022,6/14/2022,5007.748669,48.97445205,187.1877082,2,34
100183,Prepaid,5/10/2019,12/31/2019,4998.186511,55.22918589,163.7267563,1,68
100184,Postpaid,8/30/2021,7/31/2022,3774.920912,58.50901143,1490.972847,0,40
100185,Prepaid,1/24/2022,9/16/2022,2114.869534,87.59809562,1652.582686,2,35
100186,Postpaid,6/16/2019,1/17/2020,3694.879786,86.55657526,932.7606176,5,67
100187,Prepaid,5/26/2019,8/30/2019,4705.665737,113.2394535,922.6036453,0,68
100188,Prepaid,6/8/2022,6/10/2023,2228.047234,31.11835665,312.13215,2,31
100189,Postpaid,10/15/2020,12/25/2020,5837.713971,23.97884693,233.710967,3,51
100190,Postpaid,7/26/2019,4/21/2020,6601.162709,8.787903735,137.4037631,1,66
100191,Postpaid,5/18/2022,1/23/2023,7572.812964,97.96005337,1483.251093,1,31
100192,Prepaid,3/10/2019,11/3/2019,6493.562373,119.0862724,2534.576781,1,70
100193,Prepaid,4/4/2019,3/27/2020,2519.552354,156.5472672,504.2217466,4,69
100194,Postpaid,4/18/2020,8/31/2020,2680.672058,65.06195817,2187.73925,0,57
100195,Prepaid,5/4/2022,4/22/2023,2796.389125,96.02880511,348.5258034,1,32
100196,Prepaid,10/16/2021,4/26/2022,2947.651198,11.91328977,651.8646175,0,39
100197,Prepaid,1/30/2021,6/6/2021,2960.450193,16.0432779,919.3006423,1,47
100198,Prepaid,5/2/2022,8/12/2022,5138.424768,56.28600337,1557.677274,0,32
100199,Prepaid,1/10/2023,2/26/2023,3491.148535,140.0005782,623.96773,2,24
100200,Prepaid,5/13/2021,1/3/2022,2310.184581,3.011678782,1171.486376,1,44
100201,Postpaid,8/14/2022,3/28/2023,1414.129124,108.0930326,734.1045601,0,29
100202,Prepaid,5/20/2021,12/10/2021,1849.552576,123.5958287,1029.691302,4,44
100203,Postpaid,5/28/2022,11/14/2022,4832.404585,49.15561658,348.4815657,3,31
100204,Prepaid,10/19/2020,7/12/2021,3163.562056,36.7341587,1206.752781,2,51
100205,Prepaid,8/4/2021,10/28/2021,2503.328826,137.7047709,1408.240405,1,41
100206,Prepaid,5/3/2022,9/22/2022,1523.818518,52.88524438,1361.175079,1,32
100207,Prepaid,12/30/2022,11/17/2023,2172.057896,118.8705768,2133.817114,2,24
100208,Postpaid,10/6/2020,11/28/2020,7037.47429,42.26701188,649.0195591,2,51
100209,Postpaid,5/3/2020,4/14/2021,6694.349774,41.3712945,890.9755249,0,56
100210,Postpaid,1/10/2021,12/14/2021,5628.011702,91.42108518,1335.579113,2,48
100211,Prepaid,11/14/2019,6/13/2020,2641.714639,131.918055,1827.705008,3,62
100212,Prepaid,5/7/2019,6/21/2019,4568.62853,124.4074255,1202.582732,1,68
100213,Prepaid,5/30/2021,10/29/2021,1989.60511,12.21846529,1627.5494,0,43
100214,Postpaid,4/11/2020,9/4/2020,4916.152295,169.7170996,1307.46175,2,57
100215,Prepaid,1/25/2022,6/8/2022,2081.957847,66.01932717,547.1608682,1,35
100216,Prepaid,9/25/2019,9/22/2020,1937.021511,146.3364904,1383.327941,1,64
100217,Postpaid,2/10/2022,9/26/2022,2093.250266,111.9039586,257.2752444,1,35
100218,Prepaid,7/30/2022,1/15/2023,1515.224833,30.54503762,2237.736892,2,29
100219,Postpaid,8/29/2021,8/6/2022,5050.516897,2.235212741,906.3871728,0,40
100220,Postpaid,1/12/2021,3/15/2021,2515.556206,106.6747164,694.0515192,0,48
100221,Prepaid,8/23/2020,10/20/2020,2453.568991,136.5950675,621.6616493,1,53
100222,Postpaid,3/26/2022,6/12/2022,5983.222482,63.39053202,1309.270716,0,33
100223,Prepaid,1/2/2022,6/22/2022,3319.651376,126.3691694,1767.79674,1,36
100224,Postpaid,6/26/2019,7/12/2019,1678.979789,144.2444617,573.4254131,1,67
100225,Prepaid,3/26/2022,5/28/2022,1219.929672,195.3041665,1696.338105,0,33
100226,Postpaid,5/3/2020,4/14/2021,6583.086261,20.28068379,1186.485367,0,56
100227,Postpaid,3/28/2022,7/15/2022,4578.811599,61.94671322,2055.399249,2,33
100228,Postpaid,3/17/2020,9/11/2020,3204.433587,71.02177515,1620.322602,2,58
100229,Postpaid,2/2/2021,12/21/2021,1591.628447,93.23631578,1827.464176,2,47
100230,Prepaid,6/18/2022,6/17/2023,6019.829892,65.03851006,433.6662314,3,30
100231,Prepaid,4/10/2021,5/24/2021,6160.360847,52.20886411,591.8692802,1,45
100232,Postpaid,12/26/2019,12/19/2020,4788.334326,111.3108289,277.5142649,0,61
100233,Prepaid,10/16/2021,4/26/2022,2997.309412,11.52521981,665.4239835,1,39
100234,Prepaid,2/5/2020,10/14/2020,4033.726291,3.104243966,1019.23595,2,59
100235,Prepaid,8/26/2020,8/23/2021,5880.957902,70.39684275,1078.176987,2,52
100236,Postpaid,2/6/2023,5/12/2023,4697.125231,112.9681407,615.6969751,0,23
100237,Prepaid,4/9/2022,6/16/2022,1035.533422,111.3429595,869.1001569,0,33
100238,Prepaid,1/9/2023,6/26/2023,1158.380699,55.83897598,156.9302002,0,24
100239,Postpaid,11/15/2020,9/15/2021,2294.578912,168.4481323,1407.666875,2,50
100240,Prepaid,9/25/2019,9/22/2020,1957.956646,107.3717549,1345.288539,1,64
100241,Prepaid,5/21/2021,8/15/2021,2142.125532,73.97952276,1273.636394,0,44
100242,Postpaid,5/26/2020,5/14/2021,3881.904484,30.17491549,1574.525761,0,56
100243,Prepaid,9/25/2020,2/26/2021,5464.240925,85.09070045,1205.385634,4,51
100244,Prepaid,2/15/2021,6/21/2021,2154.84946,43.82815854,850.0735403,0,47
100245,Prepaid,5/14/2019,12/26/2019,4030.983625,28.5790869,520.8722786,3,68
100246,Prepaid,12/17/2021,4/28/2022,4496.153538,8.684603547,235.0288314,1,37
100247,Prepaid,6/8/2022,6/10/2023,1953.155965,22.13595427,309.8406349,1,31
100248,Prepaid,7/19/2022,4/15/2023,3692.912927,69.23740976,1603.295116,0,29
100249,Postpaid,11/20/2020,8/27/2021,926.8645836,43.69017484,1461.263932,3,50
100250,Prepaid,9/13/2019,12/15/2019,5628.938731,156.6224106,1135.826735,2,64
100251,Postpaid,11/30/2020,2/10/2021,3808.65766,118.4727699,1637.2139,1,49
100252,Prepaid,2/5/2020,11/7/2020,4980.587722,87.03414068,944.1326569,2,59
100253,Prepaid,4/1/2020,1/13/2021,2350.69749,140.1473515,625.8880407,1,57
100254,Prepaid,10/5/2022,6/12/2023,2713.621523,75.8399965,2558.271861,0,27
100255,Prepaid,3/30/2022,12/15/2022,6542.401619,71.57291667,565.1112336,1,33
100256,Prepaid,1/2/2023,1/17/2024,4643.484933,100.5940275,1073.271541,0,24
100257,Prepaid,2/20/2019,12/31/2019,993.9916919,89.69032853,1030.672186,1,71
100258,Prepaid,2/8/2020,12/24/2020,2402.0701,87.65044499,218.1790186,0,59
100259,Prepaid,6/18/2021,6/23/2022,1703.716037,5.853018884,1160.893828,1,43
100260,Postpaid,6/20/2020,1/8/2021,5586.084697,3.055012298,928.2880469,1,55
100261,Postpaid,1/10/2021,12/14/2021,6568.47962,43.7619586,1349.093656,2,48
100262,Prepaid,7/13/2019,6/2/2020,5174.751339,69.22989764,231.0249488,1,66
100263,Prepaid,9/25/2019,9/22/2020,1979.391453,118.7332748,1148.655182,0,64
100264,Postpaid,4/20/2022,12/7/2022,3774.323544,131.4254438,1765.298208,2,32
100265,Prepaid,10/18/2021,10/22/2022,5711.940517,113.5428071,991.7612032,2,39
100266,Postpaid,5/22/2021,6/27/2021,7163.723674,126.0936349,683.5272719,0,44
100267,Postpaid,5/11/2019,6/14/2019,1180.744733,72.5491652,873.2345532,2,68
100268,Postpaid,12/1/2022,9/5/2023,2839.401896,31.85751761,1048.913678,2,25
100269,Prepaid,12/1/2022,6/30/2023,4545.78281,45.91534952,1977.446043,3,25
100270,Postpaid,9/4/2019,3/7/2020,2459.665867,94.78434408,1037.873663,2,64
100271,Prepaid,9/5/2022,9/30/2023,6448.845651,61.52820219,65.35274003,2,28
100272,Postpaid,9/15/2019,4/2/2020,868.0563172,23.00261103,1435.660446,3,64
100273,Postpaid,2/2/2021,12/21/2021,1561.073742,143.2863332,1234.514321,3,47
100274,Prepaid,11/14/2019,6/13/2020,3534.229089,122.4280023,2249.262357,5,62
100275,Postpaid,1/27/2022,12/7/2022,3342.329444,46.63321541,1135.69677,0,35
100276,Prepaid,3/7/2020,2/26/2021,5422.015412,33.81889194,828.2406484,1,58
100277,Prepaid,12/4/2019,2/10/2020,2521.247263,71.9875414,1454.07933,6,61
100278,Prepaid,6/2/2022,7/10/2022,6620.395951,74.76128955,1251.817886,0,31
100279,Prepaid,2/1/2023,6/20/2023,5866.009438,60.69941536,1002.38741,3,23
100280,Prepaid,1/25/2022,6/8/2022,3106.299495,96.28812429,671.2838292,1,35
100281,Prepaid,6/6/2022,9/3/2022,3331.758996,66.24554948,347.245942,1,31
100282,Prepaid,10/5/2022,7/10/2023,3232.058846,151.2790033,1517.19904,0,27
100283,Postpaid,8/5/2021,7/25/2022,5955.682354,72.71745701,207.6779141,0,41
100284,Prepaid,1/19/2023,3/11/2023,2235.650664,19.71721022,535.9091553,3,23
100285,Prepaid,5/13/2021,1/21/2022,1069.707154,6.499706927,2046.843128,1,44
100286,Postpaid,7/29/2022,6/7/2023,6368.586397,53.1581604,847.1526672,4,29
100287,Prepaid,6/9/2020,4/13/2021,5251.523867,80.10788354,948.2778626,1,55
100288,Prepaid,2/3/2022,10/2/2022,3260.511472,62.2647127,118.0413912,0,35
100289,Prepaid,12/7/2021,5/16/2022,3086.739356,104.3188202,2400.517534,1,37
100290,Prepaid,8/25/2022,12/2/2022,6083.09044,6.553984823,865.3058602,1,28
100291,Prepaid,1/8/2021,9/16/2021,2020.533634,87.80730168,322.4713278,1,48
100292,Prepaid,4/6/2019,5/2/2019,2583.681148,65.64951221,1451.139315,1,69
100293,Postpaid,7/22/2021,8/11/2021,2634.633955,111.1460829,365.8185252,0,41
100294,Postpaid,8/10/2020,9/3/2021,4362.441484,130.4827183,545.5571278,3,53
100295,Postpaid,3/22/2019,6/23/2019,1349.457382,151.8948429,1263.793634,0,70
100296,Prepaid,5/20/2022,9/25/2022,2888.340952,54.11503425,1058.397194,2,31
100297,Prepaid,10/17/2021,10/25/2022,3979.37436,18.2611283,1725.587528,0,39
100298,Postpaid,8/15/2021,12/17/2021,4466.904439,21.24594421,782.75991,3,41
100299,Prepaid,2/9/2021,3/27/2021,4876.662295,132.0076076,1793.59586,1,47
100300,Postpaid,10/16/2019,12/13/2019,1847.004354,20.62243635,1500.055959,1,63
100301,Prepaid,10/21/2020,9/7/2021,1949.788773,23.78643689,947.1502134,0,51
100302,Prepaid,2/24/2020,3/9/2020,4954.256324,49.09665781,503.7545439,0,59
100303,Prepaid,11/30/2019,9/5/2020,4581.23032,149.2429263,1617.537978,2,61
100304,Prepaid,10/25/2021,8/27/2022,1934.368407,46.4197245,729.3869712,2,38
100305,Prepaid,5/13/2020,6/3/2020,6383.627897,125.703268,693.9526621,1,56
100306,Postpaid,9/16/2020,4/19/2021,4183.019473,20.42547304,1900.864676,2,52
100307,Prepaid,10/9/2022,12/9/2022,3483.962165,65.79864282,616.4495651,0,27
100308,Prepaid,1/15/2020,12/3/2020,2486.395741,39.02900068,1743.454335,0,60
100309,Prepaid,6/6/2022,10/24/2022,6655.62959,98.09296107,1987.564438,2,31
100310,Prepaid,1/6/2022,5/3/2022,4300.95249,136.9450085,1512.577737,1,36
100311,Prepaid,5/25/2020,11/27/2020,3789.736183,4.177821882,62.43313659,2,56
100312,Prepaid,7/17/2021,8/27/2021,3794.711117,32.74297596,812.5122527,2,42
100313,Postpaid,12/10/2019,10/8/2020,6191.970393,18.5944538,1393.776007,0,61
100314,Prepaid,10/30/2022,9/19/2023,1250.059514,94.65508594,1189.407992,2,26
100315,Postpaid,10/12/2021,10/19/2022,7829.599614,35.1162729,1634.759451,4,39
100316,Postpaid,11/17/2019,9/23/2020,5848.237605,94.29618309,910.8466433,1,62
100317,Prepaid,12/29/2021,1/20/2023,1696.626125,76.63589951,716.1679661,0,36
100318,Prepaid,2/2/2023,1/5/2024,1194.083808,81.68737669,954.4357322,1,23
100319,Prepaid,4/27/2022,12/18/2022,6039.804903,178.1187023,2003.730529,0,32
100320,Postpaid,12/29/2019,11/25/2020,1718.584057,167.9446076,727.4363476,0,61
100321,Prepaid,4/22/2020,12/7/2020,2643.205451,78.04630167,1429.946482,0,57
100322,Postpaid,12/16/2022,12/15/2023,3890.978778,61.00629855,583.1155057,1,24
100323,Prepaid,11/6/2020,11/10/2021,3061.199884,61.55001446,1432.83801,1,50
100324,Postpaid,3/22/2019,6/23/2019,1171.257931,138.1115483,1291.863872,0,70
100325,Prepaid,6/16/2019,8/27/2019,1780.660387,99.17816067,251.4023099,1,67
100326,Postpaid,10/6/2019,2/12/2020,5361.562683,135.7532093,111.1984384,0,63
100327,Prepaid,12/5/2022,5/24/2023,1371.813852,40.87823477,1403.893672,1,25
100328,Prepaid,1/24/2023,9/12/2023,3240.575893,182.9232626,829.5810411,3,23
100329,Postpaid,2/5/2020,1/14/2021,1361.943832,36.84373271,1433.922579,3,59
100330,Prepaid,4/6/2019,5/2/2019,1691.047758,56.7864804,1448.324281,2,69
100331,Postpaid,8/14/2021,10/9/2021,1398.533603,56.93596468,182.5572022,2,41
100332,Postpaid,10/24/2022,11/3/2023,3464.30431,106.3869457,1181.662726,1,26
100333,Prepaid,8/22/2022,4/28/2023,1676.21378,45.39405136,1006.592963,0,28
100334,Postpaid,12/25/2020,5/19/2021,1214.629604,137.876987,678.7334016,1,48
100335,Postpaid,11/29/2021,3/20/2022,2324.800244,53.87194858,632.4511568,0,37
100336,Prepaid,9/26/2019,2/27/2020,3945.24066,136.4032129,1048.726433,1,64
100337,Prepaid,12/1/2021,11/12/2022,1558.115684,18.20314407,586.06023,2,37
100338,Prepaid,10/5/2022,7/10/2023,4730.304318,135.6494205,1185.482616,0,27
100339,Postpaid,9/20/2019,11/29/2019,4434.2327,11.56602898,1282.046883,1,64
100340,Prepaid,8/7/2022,6/3/2023,2286.15322,72.52941316,215.456506,2,29
100341,Postpaid,8/17/2019,9/14/2019,5282.054673,68.93475058,1489.069798,1,65
100342,Postpaid,2/4/2022,4/9/2022,1654.356874,196.6845212,1991.709778,1,35
100343,Postpaid,8/8/2021,3/13/2022,5664.792583,73.45975151,1499.114718,0,41
100344,Postpaid,11/19/2020,5/20/2021,4499.431529,84.79455963,1409.42616,0,50
100345,Prepaid,6/18/2021,5/25/2022,923.0158849,91.55485916,796.6242373,3,43
100346,Postpaid,5/30/2020,12/1/2020,4002.576579,59.79955806,1681.508213,0,55
100347,Prepaid,4/3/2019,9/30/2019,3889.282828,33.71522365,738.1776122,2,70
100348,Prepaid,2/28/2022,9/2/2022,5513.102869,39.01222426,2384.295989,1,34
100349,Prepaid,1/13/2023,11/19/2023,3102.457826,122.0101945,325.694258,0,23
100350,Postpaid,9/15/2020,9/30/2021,2004.263201,72.8316638,1058.87057,0,52
100351,Prepaid,6/9/2020,12/19/2020,3142.619523,126.0861231,2474.336158,1,55
100352,Postpaid,12/9/2022,2/2/2023,3392.277834,95.16818813,80.28637028,0,25
100353,Postpaid,5/30/2021,3/26/2022,3082.069536,29.3104509,755.1026142,3,43
100354,Postpaid,9/8/2022,5/11/2023,5968.490626,97.1264525,1808.652798,0,28
100355,Prepaid,6/19/2019,1/22/2020,1903.146373,5.528263258,1481.586227,4,67
100356,Postpaid,7/15/2019,7/5/2020,1638.930963,65.20262237,1737.922594,1,66
100357,Prepaid,3/20/2020,4/13/2020,2341.98822,78.25443404,822.9818238,1,58
100358,Prepaid,10/14/2021,4/6/2022,2554.264088,57.45774539,713.77417,0,39
100359,Postpaid,3/16/2019,5/4/2019,2334.726115,35.67127897,326.2771137,2,70
100360,Prepaid,11/3/2022,4/7/2023,5065.027438,32.64875559,1059.328886,2,26
100361,Prepaid,7/17/2021,1/20/2022,1019.189201,93.3237839,734.336325,0,42
100362,Postpaid,10/16/2019,8/8/2020,3027.603652,42.06407597,748.1831945,2,63
100363,Prepaid,1/21/2023,8/20/2023,1511.767608,49.23490409,1343.738642,1,23
100364,Prepaid,9/18/2020,2/23/2021,1935.020908,13.4270174,122.5727939,0,52
100365,Postpaid,10/7/2020,1/13/2021,6146.358286,65.2460178,2361.332382,0,51
100366,Prepaid,11/3/2022,4/7/2023,5417.423917,40.60422442,1018.117846,1,26
100367,Postpaid,4/12/2022,1/20/2023,4963.399025,93.59477803,1197.781242,0,33
100368,Postpaid,9/10/2022,11/3/2022,3149.100426,54.41814327,1245.348173,1,28
100369,Postpaid,3/24/2020,4/26/2020,4261.543379,27.80047528,898.9848522,2,58
100370,Postpaid,6/6/2019,6/25/2019,1295.506222,42.55665345,2028.923073,0,67
100371,Postpaid,3/26/2022,9/15/2022,2160.843178,145.8692343,288.4988925,3,33
100372,Prepaid,1/30/2021,1/9/2022,2448.441107,126.9028131,2099.05206,1,47
100373,Postpaid,10/5/2021,8/28/2022,4303.897477,7.456036509,1285.648822,0,39
100374,Postpaid,10/6/2020,11/28/2020,7151.927897,35.09255817,851.6449745,2,51
100375,Prepaid,2/16/2019,7/23/2019,2255.030678,106.1101051,676.7626177,1,71
100376,Prepaid,8/18/2020,6/8/2021,1686.24767,24.26945455,1153.261303,0,53
100377,Postpaid,12/14/2020,5/3/2021,3395.100249,159.2815692,332.5051625,6,49
100378,Prepaid,9/15/2022,10/22/2022,4787.251787,6.706741373,562.9902102,3,27
100379,Prepaid,2/2/2021,11/27/2021,1231.185948,88.00267514,1566.813084,0,47
100380,Postpaid,10/26/2020,1/27/2021,1761.748303,19.58691112,402.7353789,0,50
100381,Postpaid,7/17/2020,7/3/2021,3457.282811,62.00482272,724.849459,1,54
100382,Prepaid,4/2/2021,9/17/2021,4006.07345,11.27925577,2232.872604,2,45
100383,Prepaid,1/26/2020,2/17/2021,947.3808559,87.46424969,993.2899061,2,60
100384,Postpaid,5/21/2022,6/11/2023,3668.028421,20.30850036,1760.46273,0,31
100385,Postpaid,9/7/2020,10/25/2020,1696.513375,33.11795581,175.5881988,2,52
100386,Postpaid,7/6/2021,7/23/2022,2303.179394,106.180534,1538.905464,1,42
100387,Prepaid,9/7/2022,8/13/2023,2992.011943,112.5539231,880.2015715,0,28
100388,Prepaid,12/4/2019,9/26/2020,4219.542861,49.97979399,88.61657892,0,61
100389,Postpaid,5/6/2019,11/6/2019,3658.335175,189.7210481,77.74142084,0,68
100390,Postpaid,1/4/2019,11/19/2019,850.6685311,82.66917389,490.3686446,2,72
100391,Postpaid,1/10/2021,12/14/2021,4554.86103,53.51295872,1764.818309,0,48
100392,Postpaid,12/16/2019,12/26/2019,2144.16191,101.7876547,1330.02836,1,61
100393,Prepaid,1/20/2020,4/2/2020,1352.542055,65.11843727,1850.354048,1,60
100394,Postpaid,8/3/2020,7/6/2021,2644.46419,92.91275953,318.2912291,2,53
100395,Prepaid,1/31/2022,9/12/2022,1936.874379,104.8488906,1056.732333,2,35
100396,Postpaid,6/30/2020,7/24/2020,4456.211128,101.4064709,133.6104633,1,54
100397,Prepaid,5/4/2022,4/22/2023,2436.931923,113.2413021,359.7943912,0,32
100398,Prepaid,10/29/2019,3/27/2020,2442.045193,19.5218002,305.3624014,0,63
100399,Postpaid,1/21/2020,1/11/2021,4851.372216,118.0944207,2013.236887,1,60
100400,Prepaid,2/7/2023,6/29/2023,4490.792794,22.32732735,677.2918802,4,23
100401,Prepaid,10/17/2021,4/14/2022,2813.33759,63.2624432,1635.983567,0,39
100402,Postpaid,3/24/2020,4/26/2020,3836.030902,22.50720278,1777.755588,3,58
100403,Prepaid,1/9/2020,2/1/2020,3572.474658,54.14514096,542.6556232,2,60
100404,Postpaid,7/24/2021,7/6/2022,1358.412281,108.9614978,817.1288939,0,41
100405,Postpaid,7/29/2022,12/7/2022,5576.665574,25.27668096,1559.507121,2,29
100406,Postpaid,5/18/2020,7/31/2020,5652.109736,18.27239052,425.0482533,2,56
100407,Prepaid,3/2/2021,8/28/2021,3599.623508,73.30636624,680.7079872,0,46
100408,Postpaid,10/15/2020,11/5/2020,2658.031423,23.68604631,1296.560513,4,51
100409,Postpaid,3/24/2019,12/1/2019,5115.982347,63.98864752,1117.164225,0,70
100410,Postpaid,8/17/2021,6/15/2022,1411.936398,150.7455396,780.5423021,4,41
100411,Postpaid,5/21/2021,8/11/2021,3850.842167,8.063496611,663.1828322,2,44
100412,Prepaid,3/7/2020,2/26/2021,5707.966778,40.46232582,962.8704377,1,58
100413,Prepaid,4/17/2021,8/24/2021,4558.746245,107.2218284,1020.759492,0,45
100414,Prepaid,1/18/2021,5/27/2021,1746.355052,93.54264419,1844.461989,1,48
100415,Postpaid,1/28/2021,2/20/2021,4374.229379,174.7813241,212.7741625,2,47
100416,Prepaid,11/15/2020,3/6/2021,5119.292561,13.15964692,752.4171084,1,50
100417,Postpaid,8/19/2021,1/17/2022,2798.769103,4.694075354,807.2372769,0,41
100418,Postpaid,2/6/2023,5/12/2023,4257.550031,73.4728964,684.7326582,1,23
100419,Prepaid,11/2/2020,8/5/2021,5096.476654,52.50031448,2114.033133,1,50
100420,Prepaid,1/25/2023,1/22/2024,2292.721464,10.00196147,220.1646685,0,23
100421,Postpaid,8/10/2020,5/21/2021,1674.001711,27.63411983,1289.223121,0,53
100422,Prepaid,6/1/2019,4/8/2020,8074.127257,156.1377983,1387.327934,3,68
100423,Prepaid,2/5/2019,8/31/2019,1105.275384,8.940537664,1066.400947,4,71
100424,Postpaid,1/22/2023,5/28/2023,5204.236098,157.8622655,1192.010312,2,23
100425,Postpaid,7/4/2020,4/28/2021,2048.803732,126.1204857,1287.454165,0,54
100426,Prepaid,4/3/2021,2/20/2022,3011.784634,6.899695979,296.2960461,1,45
100427,Postpaid,12/18/2021,6/6/2022,2151.34067,47.41521747,373.9517735,2,37
100428,Prepaid,11/6/2020,11/10/2021,2799.894793,63.5403196,830.7201402,1,50
100429,Prepaid,9/20/2022,8/11/2023,1643.407927,37.18939782,347.2357955,3,27
100430,Prepaid,6/29/2022,12/17/2022,4886.931902,105.4877204,872.0416497,2,30
100431,Postpaid,4/15/2019,8/21/2019,2118.972226,103.6036795,184.7483308,2,69
100432,Prepaid,8/5/2021,8/21/2022,5140.979011,83.30790236,1511.424554,1,41
100433,Prepaid,8/16/2019,8/28/2020,3074.029643,51.84356668,747.289919,2,65
100434,Postpaid,12/15/2020,10/25/2021,7244.751453,35.40995047,505.7894843,0,49
100435,Postpaid,7/23/2020,8/2/2021,7795.284334,48.04211032,1240.572087,0,54
100436,Prepaid,1/27/2020,5/3/2020,2532.842715,110.6061361,469.7207509,2,60
100437,Prepaid,5/31/2022,6/30/2022,4801.851232,107.3289657,1391.663917,1,31
100438,Prepaid,7/7/2021,11/18/2021,6533.028031,7.199193985,1911.831846,0,42
100439,Prepaid,9/19/2021,11/3/2021,5446.990417,137.7401427,818.3191082,3,40
100440,Prepaid,7/28/2020,7/21/2021,5892.7209,120.023115,894.5276162,1,53
100441,Prepaid,11/28/2020,4/9/2021,2670.368782,4.590482562,2234.010133,0,49
100442,Prepaid,4/26/2021,8/6/2021,3310.808358,48.00805955,453.9068354,6,44
100443,Prepaid,10/12/2021,10/18/2022,1699.59171,43.15825651,549.4235539,0,39
100444,Prepaid,10/21/2021,5/27/2022,3622.46041,52.7897843,1802.914876,3,38
100445,Prepaid,2/24/2022,11/27/2022,6089.110339,19.51550704,181.3118837,1,34
100446,Prepaid,1/8/2019,7/15/2019,1082.775881,153.1494155,370.4327716,0,72
100447,Postpaid,12/5/2022,12/5/2023,3773.372281,49.05739153,1324.140153,2,25
100448,Prepaid,3/14/2022,12/12/2022,2170.942286,75.57473228,807.5113828,2,34
100449,Prepaid,1/25/2022,6/8/2022,2658.405379,123.3353449,848.5415316,1,35
100450,Prepaid,2/29/2020,12/21/2020,2267.925847,14.32956544,1252.580081,1,58
100451,Prepaid,9/7/2022,8/13/2023,3179.477657,143.2034044,660.0206463,1,28
100452,Postpaid,12/12/2021,12/5/2022,953.3424463,41.11643391,1591.041596,1,37
100453,Prepaid,2/8/2019,10/11/2019,3689.406255,9.983795172,1197.80583,1,71
100454,Postpaid,2/8/2023,11/29/2023,4780.914015,36.21407248,856.6220153,0,23
100455,Postpaid,6/10/2022,8/2/2022,5615.361787,25.59623518,1999.273485,3,31
100456,Postpaid,6/2/2022,7/27/2022,3871.643844,77.7860635,2320.125993,1,31
100457,Prepaid,1/13/2023,11/19/2023,3435.771705,120.0599785,340.95982,1,23
100458,Prepaid,4/21/2022,1/25/2023,4358.560442,89.06905471,335.4558512,2,32
